split,class,relative_path,path,hash
train,Autosome,Autosome/1-3-hkf--23000X--0024_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0024_Autosome_1.tif,bd6284952ef017e3
train,Autosome,Autosome/1-3-hkf--23000X--0024_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0024_Autosome_3.tif,edc8c0e80e697477
train,Autosome,Autosome/1-3-hkf--23000X--0024_Autosome_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0024_Autosome_4.tif,b728d0f885eb36a1
train,Autosome,Autosome/1-3-hkf--23000X--0024_Autosome_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--23000X--0024_Autosome_5.tif,f29780039fe73895
train,Autosome,Autosome/1-3-hkf--6800X--0004_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--6800X--0004_Autosome_1.tif,e9d58539d86f1924
train,Autosome,Autosome/1-3-hkf--6800X--0007_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--6800X--0007_Autosome_1.tif,a9c49674d81965eb
train,Autosome,Autosome/1-3-hkf--6800X--0008_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--6800X--0008_Autosome_1.tif,e2e1ee4c901ff164
train,Autosome,Autosome/1-3-hkf--6800X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/1-3-hkf--6800X--0011_Autosome_1.tif,b436dac231c9279d
train,Autosome,Autosome/10-N--23000X--0051_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0051_Autosome_1.tif,e34bc46b4f745298
train,Autosome,Autosome/10-N--23000X--0051_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0051_Autosome_2.tif,eea5b5d085cb8d24
train,Autosome,Autosome/10-N--23000X--0053_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0053_Autosome_1.tif,f85f80a98c673a66
train,Autosome,Autosome/10-N--23000X--0055_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0055_Autosome_1.tif,a9bcd5e840f942e3
train,Autosome,Autosome/10-N--23000X--0055_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0055_Autosome_2.tif,f43cc06d92e78a71
train,Autosome,Autosome/10-N--23000X--0056_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0056_Autosome_1.tif,bc92c9694e373b09
train,Autosome,Autosome/10-N--23000X--0056_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0056_Autosome_2.tif,f96894e9916cec98
train,Autosome,Autosome/10-N--23000X--0058_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0058_Autosome_1.tif,bc6691f6884266dd
train,Autosome,Autosome/10-N--23000X--0058_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0058_Autosome_2.tif,bc14c36b4d07327b
train,Autosome,Autosome/10-N--23000X--0058_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0058_Autosome_3.tif,a7e2f1f0c681358d
train,Autosome,Autosome/10-N--23000X--0058_Autosome_4.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0058_Autosome_4.tif,f9e1865c9ab24c99
train,Autosome,Autosome/10-N--23000X--0061_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0061_Autosome_1.tif,aa12c0de5b293d7c
train,Autosome,Autosome/10-N--23000X--0061_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0061_Autosome_2.tif,ff2d86940ed97c40
train,Autosome,Autosome/10-N--23000X--0061_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--23000X--0061_Autosome_3.tif,eb8b87235a30f8c3
train,Autosome,Autosome/10-N--6800X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-N--6800X--0014_Autosome_1.tif,e24be54a1ef492a9
train,Autosome,Autosome/10-SI--23000X--0019_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0019_Autosome_2.tif,ffa5d6acd84411c1
train,Autosome,Autosome/10-SI--23000X--0019_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0019_Autosome_3.tif,b81cc76d0f91e607
train,Autosome,Autosome/10-SI--23000X--0022_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0022_Autosome_1.tif,fa0ea26570d759c8
train,Autosome,Autosome/10-SI--23000X--0024_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0024_Autosome_1.tif,b6dbda4194835aa6
train,Autosome,Autosome/10-SI--23000X--0026_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0026_Autosome_1.tif,eb4a8728dad15a2e
train,Autosome,Autosome/10-SI--23000X--0027_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0027_Autosome_1.tif,ae49d02bc37cc752
train,Autosome,Autosome/10-SI--23000X--0035_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0035_Autosome_1.tif,e740da9fb8599099
train,Autosome,Autosome/10-SI--23000X--0038_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0038_Autosome_1.tif,e1cc817cd83b3563
train,Autosome,Autosome/10-SI--23000X--0038_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0038_Autosome_2.tif,fc5688314fcc3c3c
train,Autosome,Autosome/10-SI--23000X--0039_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/10-SI--23000X--0039_Autosome_1.tif,fef0a063036a5f31
train,Autosome,Autosome/2--30000X--0006_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0006_Autosome_1.tif,bf4ac42a8f366e12
train,Autosome,Autosome/2--30000X--0006_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0006_Autosome_2.tif,af48d0b5c3941f93
train,Autosome,Autosome/2--30000X--0006_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0006_Autosome_3.tif,f9ba81cad7293825
train,Autosome,Autosome/2--30000X--0007_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0007_Autosome_1.tif,bc2d853d1e1c385b
train,Autosome,Autosome/2--30000X--0010_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/2--30000X--0010_Autosome_1.tif,fa7c813d5e183d14
train,Autosome,Autosome/3W-CD4-10nmGR1--30000X--0078_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/3W-CD4-10nmGR1--30000X--0078_Autosome_1.tif,f3a56891888e6773
train,Autosome,Autosome/3W-CD4-Ctrl3--30000X--0050_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/3W-CD4-Ctrl3--30000X--0050_Autosome_1.tif,fc1cd259da272836
train,Autosome,Autosome/3W-CD4-Ctrl3--30000X--0050_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/3W-CD4-Ctrl3--30000X--0050_Autosome_2.tif,f0a8c520dfc721b7
train,Autosome,Autosome/3W-CD4-Ctrl3--30000X--0065_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/3W-CD4-Ctrl3--30000X--0065_Autosome_1.tif,a1e997e0d88b6956
train,Autosome,Autosome/4--30000X--0018_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/4--30000X--0018_Autosome_1.tif,edb0d6e09d4ae8a4
train,Autosome,Autosome/4--30000X--0018_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/4--30000X--0018_Autosome_2.tif,e82994341b9367e7
train,Autosome,Autosome/4--30000X--0021_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/4--30000X--0021_Autosome_2.tif,bd87d24b8b2d8970
train,Autosome,Autosome/4--30000X--0022_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/4--30000X--0022_Autosome_1.tif,fb08d7008f277c66
train,Autosome,Autosome/5-3-1--30000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/5-3-1--30000X--0014_Autosome_1.tif,bd60e202df5ccd13
train,Autosome,Autosome/5-3-1--30000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/5-3-1--30000X--0015_Autosome_1.tif,b4aec05e4bf07760
train,Autosome,Autosome/5-3-2--30000X--0009_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/5-3-2--30000X--0009_Autosome_1.tif,ee39f0e2cf355024
train,Autosome,Autosome/5-HT1D--30000X--0025_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/5-HT1D--30000X--0025_Autosome_1.tif,b01983e63fc4993e
train,Autosome,Autosome/LA+1170--30000X--0013_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LA+1170--30000X--0013_Autosome_2.tif,fb0a93b356a90a69
train,Autosome,Autosome/LA+1170--30000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LA+1170--30000X--0014_Autosome_1.tif,ad99c0c08b87d9af
train,Autosome,Autosome/LC1-3--23000X--0010_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-3--23000X--0010_Autosome_1.tif,ffadc0b0324585c7
train,Autosome,Autosome/LC1-3--23000X--0010_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-3--23000X--0010_Autosome_2.tif,acccf131b5da9324
train,Autosome,Autosome/LC1-3--23000X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-3--23000X--0011_Autosome_1.tif,ae9b81e9ba03d18e
train,Autosome,Autosome/LC1-3--23000X--0011_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-3--23000X--0011_Autosome_2.tif,bf62f0b6c0c251cb
train,Autosome,Autosome/LC1-4--23000X--0013_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/LC1-4--23000X--0013_Autosome_2.tif,ab46dad6d18bb01a
train,Autosome,Autosome/PG1--68000X--0003_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--68000X--0003_Autosome_1.tif,ba288a9be2c48ff8
train,Autosome,Autosome/PG1--68000X--0004_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--68000X--0004_Autosome_1.tif,e8aaa687b8966935
train,Autosome,Autosome/PG1--98000X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0011_Autosome_1.tif,fcf8948dc981a19e
train,Autosome,Autosome/PG1--98000X--0012_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0012_Autosome_1.tif,f31e8f70b0c89857
train,Autosome,Autosome/PG1--98000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0014_Autosome_1.tif,fcf0b40ccba7819a
train,Autosome,Autosome/PG1--98000X--0015_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0015_Autosome_1.tif,ad828e8e1ef0c957
train,Autosome,Autosome/PG1--98000X--0017_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0017_Autosome_1.tif,f8f3b40c8be78198
train,Autosome,Autosome/PG1--98000X--0018_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0018_Autosome_1.tif,e19e98613de732c4
train,Autosome,Autosome/PG1--98000X--0019_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0019_Autosome_1.tif,a29a9d5554c78f38
train,Autosome,Autosome/PG1--98000X--0020_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0020_Autosome_1.tif,ca99e17a4d6c3c83
train,Autosome,Autosome/PG1--98000X--0021_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0021_Autosome_1.tif,eb08b1334373b74c
train,Autosome,Autosome/PG1--98000X--0023_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0023_Autosome_1.tif,eb15970b8730dc63
train,Autosome,Autosome/PG1--98000X--0024_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0024_Autosome_1.tif,91d2a52d6a6b5b64
train,Autosome,Autosome/PG1--98000X--0025_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0025_Autosome_1.tif,fa4d013f4f3013f2
train,Autosome,Autosome/PG1--98000X--0029_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0029_Autosome_1.tif,eb9e95c2842b0f4d
train,Autosome,Autosome/PG1--98000X--0030_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0030_Autosome_1.tif,a881951ede246f3b
train,Autosome,Autosome/PG1--98000X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0031_Autosome_1.tif,f9d5c14ab66c254a
train,Autosome,Autosome/PG1--98000X--0033_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0033_Autosome_1.tif,ba0fa4b0d75adb80
train,Autosome,Autosome/PG1--98000X--0037_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG1--98000X--0037_Autosome_1.tif,e8471d7a3071c7c6
train,Autosome,Autosome/PG2--98000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG2--98000X--0014_Autosome_1.tif,a82ece70f3c1d3c4
train,Autosome,Autosome/PG3--68000X--0004_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PG3--68000X--0004_Autosome_1.tif,9f9864a798c845eb
train,Autosome,Autosome/PS-N--23000X--0061_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-N--23000X--0061_Autosome_1.tif,fa16855332cdb24d
train,Autosome,Autosome/PS-N--23000X--0061_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-N--23000X--0061_Autosome_2.tif,e991d0394f3c4e53
train,Autosome,Autosome/PS-N--23000X--0062_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-N--23000X--0062_Autosome_1.tif,f1aa82d52e266ccd
train,Autosome,Autosome/PS-SI--23000X--0026_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-SI--23000X--0026_Autosome_1.tif,b5031a6eb73db02a
train,Autosome,Autosome/PS-SI--23000X--0028_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-SI--23000X--0028_Autosome_1.tif,c134a5ca3e7a946d
train,Autosome,Autosome/PS-SI--23000X--0031_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-SI--23000X--0031_Autosome_1.tif,a5ae8e8d9df06312
train,Autosome,Autosome/PS-SI--23000X--0032_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PS-SI--23000X--0032_Autosome_1.tif,e900852dde7738d9
train,Autosome,Autosome/PV--30000X--0094_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PV--30000X--0094_Autosome_1.tif,ae54b1b2c6cd1b31
train,Autosome,Autosome/PW10--30000X--0042_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PW10--30000X--0042_Autosome_1.tif,ec8ab06d8ff818b1
train,Autosome,Autosome/PW10--30000X--0043_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PW10--30000X--0043_Autosome_1.tif,bf80844997e78d66
train,Autosome,Autosome/PW10--30000X--0075_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/PW10--30000X--0075_Autosome_1.tif,af92902b8d345ef2
train,Autosome,Autosome/RKO-SEP-0--30000X--0012_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-0--30000X--0012_Autosome_1.tif,f09ac3341b5527ce
train,Autosome,Autosome/RKO-SEP-0--30000X--0013_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-0--30000X--0013_Autosome_1.tif,a9a8d73d08ad6956
train,Autosome,Autosome/RKO-SEP-0--30000X--0013_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-0--30000X--0013_Autosome_2.tif,f06a8b6d78270ea6
train,Autosome,Autosome/RKO-SEP-3--30000X--0014_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-3--30000X--0014_Autosome_1.tif,f439d292dc87b09c
train,Autosome,Autosome/RKO-SEP-9--30000X--0008_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-9--30000X--0008_Autosome_1.tif,f8a4d3013ff0b8ca
train,Autosome,Autosome/RKO-SEP-9--30000X--0011_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-9--30000X--0011_Autosome_1.tif,baec95289ee069a6
train,Autosome,Autosome/RKO-SEP-9--30000X--0012_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/RKO-SEP-9--30000X--0012_Autosome_1.tif,f74f912c2b306c72
train,Autosome,Autosome/SH1--18500X--0018_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/SH1--18500X--0018_Autosome_1.tif,ac8442df8d5e5479
train,Autosome,Autosome/SH1--18500X--0031_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/SH1--18500X--0031_Autosome_2.tif,a97e3220b78577a2
train,Autosome,Autosome/SH1--18500X--0031_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/SH1--18500X--0031_Autosome_3.tif,d5e2d2e789ce2039
train,Autosome,Autosome/ZYZ--49000X--0001_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0001_Autosome_1.tif,ffd8d0c98dc66604
train,Autosome,Autosome/ZYZ--49000X--0001_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0001_Autosome_2.tif,afff84e29e049a03
train,Autosome,Autosome/ZYZ--49000X--0001_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0001_Autosome_3.tif,bb0c84549e0d6f9d
train,Autosome,Autosome/ZYZ--49000X--0002_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0002_Autosome_1.tif,a2ff94c4d2885ba9
train,Autosome,Autosome/ZYZ--49000X--0002_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0002_Autosome_2.tif,e99e84cbcf0d0ca5
train,Autosome,Autosome/ZYZ--49000X--0002_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0002_Autosome_3.tif,a575d2158f922ad9
train,Autosome,Autosome/ZYZ--49000X--0002_Autosome_5.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0002_Autosome_5.tif,ef38d0c28a6f1b2c
train,Autosome,Autosome/ZYZ--49000X--0003_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0003_Autosome_1.tif,bc159345d60eb257
train,Autosome,Autosome/ZYZ--49000X--0003_Autosome_2.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0003_Autosome_2.tif,ea9f93218e8770b2
train,Autosome,Autosome/ZYZ--49000X--0003_Autosome_3.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0003_Autosome_3.tif,fef5d092962ad904
train,Autosome,Autosome/ZYZ--49000X--0004_Autosome_1.tif,/Users/jason/Desktop/OrganelleClassifyDataset/train/Autosome/ZYZ--49000X--0004_Autosome_1.tif,a7e6905bc98c0bdc
